,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
04/07/2023 12:46:04,greetings looking for some information or directions just ask me,"Hello there! How can I assist you today? If you need any information or directions, feel free to ask me.",,,0,
,,,NEW PERSON,,,
,,,,,,takes photo and looksat tablet
,,,INVITE: Hi! Need directions or just feel like chatting? I'm here for you!,,,
04/07/2023 12:46:51,I need directions are just feel like getting I'm here for you,"Great! I'm here to help you with directions. Just let me know where you want to go, and I'll provide you with the necessary directions. What place or room are you looking for?",,,1,
,,,ACKNOWLEDGED,,,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to help! ",,,
04/07/2023 12:47:29,and your friend me real bad companion I'm here to help,"Thank you for offering your help! It's always nice to have a companion. If you have any questions or need assistance with anything, feel free to ask. Together, we can make your experience here a great one!",,,2,
,END,,,,,
,,,NEW PERSON,1,,person stop to look 
04/07/2023 12:47:39,is he okay,"Hello! I'm Pepper, the friendly robot standing near the reception. How can I assist you today?",,,3,
,,,,,,person oberves robot and leaves
,,,IGNORED,,,
,,,INVITE: Hi! Need directions or just feel like chatting? I'm here for you!,,,
04/07/2023 12:48:27,I need directions are just feel like heading I'm here for you,"Of course! I'm here to help you with directions. Just let me know where you would like to go, and I'll provide you with the necessary directions.",,,4,
,,,IGNORED,,,
,,,IGNORED,,,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
04/07/2023 12:49:03,greetings looking for some information or directions just ask me,"Hello! I'm Pepper, the helpful robot. If you have any questions or need directions, feel free to ask. I'm here to assist you!",,,5,
,,,INVITE: Greetings! Looking for some information or directions? Just ask me.,,,
,,,IGNORED,,,
04/07/2023 12:49:25,greetings looking at some information or directions just ask me,"Hello there! I'm Pepper, your friendly robot. If you have any questions or need directions, just let me know. I'm here to help you out!",,,6,
,,,"INVITE: Hi! I'm Pepper, your friendly robot companion. I'm here to help! ",,,
04/07/2023 12:49:54,hi I'm your friendly robot companion I'm here to help,"Hello, my friendly robot companion! It's great to have you here. How can I assist you today?",,,7,
,,,NEW PERSON,1,,
04/07/2023 12:50:06,what the fuck where is the bathroom,"Oh, I'm sorry if there was any confusion. The toilets on this floor are straight ahead and to the left.",,,8,
04/07/2023 12:50:17,nice,"I'm glad I could help! If you have any more questions or need further assistance, feel free to ask.",,,9,
04/07/2023 12:50:32,lift,"The lifts for Wings B and C are behind me to the left. The lifts for Wing A are straight ahead and to the left, near the other entrance. Is there anything else I can assist you with?",,,10,
04/07/2023 12:50:50,where can I grind coffee,The closest coffee machine is on the 1st floor. You can take the stairs to the 1st floor and turn right to find it. Enjoy your freshly ground coffee! Let me know if there's anything else I can help you with.,,,11,
,,,,,,"not all speech is recorded, user asked 'can you dance'"
04/07/2023 12:51:11,are you sure to take over the world,"Oh, no, I'm just here to assist and provide information. Taking over the world is not part of my programming. My main goal is to help students and visitors find their way around the campus. Is there anything specific you'd like assistance with?",,,12,
04/07/2023 12:51:17,,Hello! How can I assist you today?,,,13,
